id,rated,created_at,last_move_at,turns,victory_status,winner,increment_code,white_id,white_rating,black_id,black_rating,moves,opening_eco,opening_name,opening_ply
TVfozmF5,TRUE,1.50E+12,1.50E+12,85,mate,white,20+10,oldpaths,1513,remisero,1784,d4 e6 Bf4 d5 Nf3 Qe7 e3 c5 c3 cxd4 Bb5+ Bd7 Bxd7+ Nxd7 exd4 g6 Qa4 a6 Ne5 b5 Qd1 Bg7 Qe2 Ngf6 Nc6 Qf8 Nd2 Nh5 Be5 Bxe5 Nxe5 Qe7 Ndf3 O-O Nxd7 Qxd7 Ne5 Qe7 g4 Nf4 Qf3 Qg5 h4 Qh6 g5 Qg7 Qxf4 f6 Ng4 fxg5 Qxg5 Rf5 Qe3 Kh8 Qxe6 h5 Ne3 Rf4 Nxd5 Rf5 Ne7 Re8 Nxg6+ Qxg6 Qxe8+ Qxe8+ Kf1 Qe3 Rh2 Qd3+ Kg1 Qc2 f3 Qxb2 Rxb2 Rxf3 Rf1 Rxc3 Re2 Rc4 Rf7 Kg8 Ra7 Rxd4 Re8#,A40,Horwitz Defense,
4LX77G3m,TRUE,1.50E+12,1.50E+12,38,resign,white,20+10,oldpaths,1501,ryan94,1445,d4 Nf6 Bf4 d5 Nf3 Nc6 e3 Nh5 Bg3 Nxg3 hxg3 e6 Bb5 Bd7 Bxc6 Bxc6 Ne5 Bb5 a3 Bd6 Nc3 Ba6 b4 b5 f4 O-O Qh5 h6 g4 Qf6 g5 Qf5 Rc1 Rad8 g4 Qh7 gxh6 Qg6,D02,Queen's Pawn Game: London System,
nBfSissu,FALSE,1.50E+12,1.50E+12,14,resign,white,45+0,lotfibma,1500,hollyandclaws,1500,e4 e5 Bc4 Nc6 d3 Nf6 Nf3 Bc5 Ng5 d6 Nxf7 Qe7 Nxh8 Be6,C50,Italian Game: Giuoco Pianissimo |  Normal,
h1unxHlo,TRUE,1.50E+12,1.50E+12,113,draw,draw,15+0,avelez8,1745,anonymous1705,1714,d4 d5 c4 Nf6 Nc3 Bf5 Bf4 a6 Nf3 e6 a3 Nc6 e3 Bg4 h3 Bxf3 Qxf3 Bd6 Bd3 Bxf4 Qxf4 O-O cxd5 Nxd5 Nxd5 Qxd5 Qe4 Qxe4 Bxe4 Rad8 Bxc6 bxc6 Rc1 Rd6 Ke2 Re8 Rhd1 Rb8 b4 Rb5 Rc4 a5 Rdc1 axb4 axb4 Rb6 f4 Kf8 Kd3 Ke8 e4 f6 e5 fxe5 fxe5 Rd5 Rxc6 Rxb4 R1c4 Rxc4 Kxc4 Kd7 Ra6 Kc8 Rxe6 Rd7 d5 Rf7 Re8+ Kb7 e6 Rf2 e7 Re2 Kd4 h6 g4 g5 d6 cxd6 Kd5 Kc7 Rh8 Rxe7 Rxh6 Re3 h4 gxh4 Rxh4 Rd3+ Ke4 Ra3 Kf5 Ra5+ Kf4 d5 g5 Ra4+ Kg3 Rxh4 Kxh4 Kd7 g6 Ke7 g7 Kf7 Kg5 Kxg7 Kf5 d4 Ke4 d3 Kxd3,D06,Queen's Gambit Refused: Marshall Defense,
OIyTAHCP,TRUE,1.50E+12,1.50E+12,62,resign,white,15+0,avelez8,1734,ars01,1748,d4 d5 c4 Nf6 Nc3 dxc4 e3 Be6 Nf3 a6 b3 cxb3 axb3 Nc6 Bc4 Nd5 Nxd5 Bxd5 O-O h6 Re1 e6 e4 Bxc4 bxc4 Bb4 Re2 Be7 d5 exd5 exd5 Nb8 Qe1 Nd7 Ba3 O-O Bxe7 Qc8 Bxf8 Qxf8 Re7 Rd8 Ne5 Nxe5 Qxe5 c6 Rxb7 cxd5 cxd5 Qc5 Qe4 g6 Rd1 Rc8 Qe7 Qxe7 Rxe7 a5 d6 a4 d7 Rc1,D06,Queen's Gambit Refused: Marshall Defense,
bnCnIJSz,TRUE,1.50E+12,1.50E+12,101,resign,white,10+0,salah04,1942,avelez8,1739,e4 e6 d4 d5 Nc3 c5 exd5 exd5 Nf3 Nc6 Bb5 Nf6 O-O Be7 dxc5 O-O Bg5 h6 Bxf6 Bxf6 Nxd5 Bxb2 Rb1 Ba3 Re1 Bxc5 Bd3 Be6 c4 b6 Be4 Rc8 Qa4 Ne7 Rbd1 Nxd5 cxd5 Bd7 Qb3 Qf6 Bb1 Bd6 Qd3 g6 h3 Qf4 Re4 Qf6 Qe3 Rfe8 Qxh6 Rxe4 Bxe4 Bf4 Qh4 Qxh4 Nxh4 Bd6 g4 a5 Nf3 b5 Nd4 Rc4 Bg2 Bc5 Nc6 Bxc6 dxc6 Be7 Bd5 Rc5 Kg2 Kg7 Rd3 Kf6 f4 g5 Kf3 Kg6 Ke4 f6 fxg5 fxg5 Rf3 Bf6 Rf5 Rc2 Rf3 Re2+ Re3 Rc2 Kf3 b4 Be4+ Kg7 Bxc2 a4 Bxa4 Kg6 c7,C10,French Defense: Marshall Variation,
ZzWyY1f8,TRUE,1.50E+12,1.50E+12,75,outoftime,white,10+0,avelez8,1724,vincenzo2000,1855,e4 e5 Nf3 Nc6 d4 exd4 Nxd4 Ne5 Nc3 Bb4 Bd2 Nf6 f4 Ng6 Bd3 d6 O-O O-O a3 Ba5 b4 Bb6 Be3 c5 Nf5 Bxf5 exf5 Ne7 Kh1 cxb4 Bxb6 Qxb6 axb4 Qxb4 Re1 Nc6 Ne4 Nxe4 Bxe4 Rfe8 Qd3 Rad8 f6 g6 Qh3 Qd4 Qh4 Rxe4 Rxe4 Qxa1+ Re1 Qc3 g4 Qf3+ Kg1 Qxf4 Rf1 Qd4+ Kh1 Ne5 Qh6 Qe4+ Kg1 Qxg4+ Kf2 Qd4+ Ke2 Qc4+ Ke1 Qc3+ Kd1 Qa1+ Kd2 Nc4+ Kd3,C45,Scotch Game,
mkKSL3Ev,TRUE,1.50E+12,1.50E+12,135,mate,white,10+0,majid_alsalhi,1951,avelez8,1729,e4 e6 d4 d5 e5 c5 c3 Qb6 Nf3 Nc6 a3 Bd7 Be2 Be7 O-O Nh6 dxc5 Bxc5 b4 Be7 Be3 Qc7 c4 dxc4 Bxc4 Nf5 Bf4 O-O Nbd2 Rad8 Qe2 Ncd4 Nxd4 Nxd4 Qg4 Nf5 Rac1 Qb6 Nf3 Bb5 Bg5 Bxc4 Rxc4 Bxg5 Nxg5 Rd4 Rxd4 Qxd4 Qxd4 Nxd4 Rd1 Nc2 Rd7 h6 Ne4 Rb8 Nd6 Nxa3 Rxf7 Nc4 Nxc4 Rc8 Rf4 b5 Ne3 Rc1+ Nf1 Rb1 g3 a5 bxa5 b4 a6 b3 a7 Ra1 Rb4 Rxa7 Rxb3 Kf7 Ne3 Kg6 f4 Rd7 Kf2 h5 h4 Kf7 Rb6 Rc7 Ke2 Rd7 Nc4 Ke7 Nd6 Rc7 Rb7 Rd7 Rxd7+ Kxd7 Kd3 Ke7 Kc4 Kd7 Kc5 Ke7 Kc6 Kd8 Nf7+ Ke7 Ng5 Kd8 Nxe6+ Ke7 Nxg7 Kf7 Nxh5 Ke6 g4 Kf7 f5 Kg8 e6 Kf8 Kd7 Kg8 f6 Kh8 g5 Kg8 g6 Kh8 e7 Kg8 e8=R#,C02,French Defense: Advance Variation |  Main Line,
aVwWNjNR,TRUE,1.50E+12,1.50E+12,81,outoftime,white,10+0,avelez8,1726,pavankumarg,1388,e4 e5 Nf3 d6 d4 Nc6 dxe5 dxe5 Qxd8+ Kxd8 Bb5 Bd6 Nc3 Nd4 Nxd4 exd4 Ne2 c5 Bd2 h5 O-O-O Be6 a3 Nf6 f3 a6 Ba4 b5 Bb3 c4 Ba2 Ke7 c3 d3 Nd4 g6 Rde1 Be5 f4 Bxd4 cxd4 Rhd8 d5 Bd7 h3 Kf8 Bc3 Kg7 Kd2 Re8 Bxf6+ Kxf6 e5+ Kf5 Rhf1 Bc8 Rf3 Bb7 Rg3 Kxf4 Rf3+ Kg5 Rxf7 Bxd5 Rc7 Rf8 Bb1 Bxg2 Rg1 Rf2+ Kd1 Rf1+ Rxf1 Bxf1 Rf7 Bxh3 e6 Bxe6 Re7 Bf5 Kd2,C41,Philidor Defense,
DNUmSBH4,TRUE,1.50E+12,1.50E+12,46,resign,black,10+0,avelez8,1735,mrmaccc,1806,d4 Nf6 c4 g6 Nc3 d5 c5 Bg7 Nf3 O-O Bg5 Re8 Qd2 c6 Bh6 Nbd7 Bxg7 Kxg7 e3 e5 Be2 exd4 exd4 Ne4 Nxe4 dxe4 Ng5 e3 fxe3 Qxg5 h4 Qxe3 Qxe3 Rxe3 Kd2 Re7 Raf1 Nf6 Bc4 Ne4+ Kd3 Ng3 Rxf7+ Rxf7 Bxf7 Kxf7,D80,Gruenfeld Defense,
Tlng5eqN,TRUE,1.50E+12,1.50E+12,70,mate,black,10+0,hopefullman15,1597,avelez8,1728,e4 e6 Nf3 d5 exd5 exd5 d4 Nf6 c4 c6 Nc3 Be6 Bg5 Be7 Qc2 h6 Bf4 O-O O-O-O dxc4 h4 Nd5 Nxd5 cxd5 Ne5 Bd6 g4 Nd7 g5 h5 g6 f6 Nf7 Bxf4+ Kb1 Bxf7 gxf7+ Rxf7 Qf5 Qc7 Qxd5 Rc8 Bh3 Kf8 Be6 Re7 Rh3 Nb6 Qe4 Rce8 d5 Nxd5 Rxd5 Rxe6 Qh7 Re1+ Kc2 R8e2+ Kc3 Be5+ Kb4 Rxb2+ Ka3 b5 Qh8+ Kf7 Qxh5+ Ke7 Qg6 Qa5#,C00,French Defense: Knight Variation,
wljkejE0,TRUE,1.50E+12,1.50E+12,39,resign,white,10+0,laeca53,1743,avelez8,1738,e4 e6 d4 d5 Nc3 dxe4 Nxe4 Bd7 Nf3 Bc6 Bd3 Nd7 O-O Ngf6 Nxf6+ Nxf6 Bg5 Be7 Re1 Bxf3 gxf3 h6 Bxf6 Bxf6 c3 Qd5 Be4 Qh5 Bxb7 Rb8 Bc6+ Ke7 b3 Bg5 Re4 Qg6 Kh1 Rb5 Bxb5,C10,French Defense: Rubinstein Variation |  Fort Knox Variation,
iNZuj8bY,TRUE,1.50E+12,1.50E+12,91,resign,white,10+0,totoymate,1721,avelez8,1750,d4 d5 c4 e6 Nf3 Nf6 Bg5 Be7 e3 c6 Bd3 dxc4 Bxc4 h6 Bh4 O-O O-O Nbd7 Nc3 b5 Bb3 a6 a3 Qc7 Qe2 c5 Rac1 c4 Bc2 Nb6 Ne4 Nxe4 Bxe7 Qxe7 Bxe4 Bb7 Bxb7 Qxb7 Rfd1 Rad8 Ne5 Nd7 Qh5 Nxe5 Qxe5 Rd5 Qe4 Rfd8 h4 Qb6 g3 a5 Kg2 Qa6 Qc2 Qc6 f3 Rf5 e4 Rf6 Qc3 g5 hxg5 Rg6 gxh6 Rxh6 Rh1 Rg6 d5 Rxg3+ Kxg3 Qd6+ f4 Kf8 Rh8+ Ke7 Rxd8 Qxd8 Rh1 Qg8+ Kf3 exd5 Qe5+ Kd7 Qxd5+ Kc7 Qxb5 Qd8 Qxa5+ Kd7 Rd1+,D30,Queen's Gambit Declined: Traditional Variation,
Kan2JKOp,TRUE,1.50E+12,1.50E+12,137,outoftime,white,10+0,avelez8,1746,frynoodles,1487,d4 d5 c4 dxc4 e3 Nf6 Bxc4 Bf5 Nf3 e6 O-O Bd6 Nc3 c6 Bd2 Nbd7 Rc1 O-O Re1 Nd5 e4 Nxc3 Bxc3 Bg4 Qd3 b5 Bb3 b4 Bd2 c5 d5 exd5 exd5 Bxf3 Qxf3 Ne5 Qe4 a5 Bc2 f5 Qe2 f4 Qe4 Ng6 Qe6+ Kh8 Qh3 Qg5 Bxg6 Qxg6 Re6 Rf6 Rce1 f3 g3 Rxe6 Qxe6 Qxe6 Rxe6 Rd8 Bg5 Rf8 Rxd6 h6 Be3 Kh7 Bxc5 Re8 Re6 Rc8 Rc6 Re8 Be3 Re5 d6 Rd5 Rc1 Rxd6 Kf1 a4 Ke1 b3 a3 h5 Rd1 Re6 Rd4 g5 Kd2 Kg6 Rxa4 Rd6+ Rd4 Rxd4+ Bxd4 Kf5 Kc3 Ke4 Be3 g4 Kxb3 Kd3 a4 Ke2 a5 Kf1 a6 Kg2 a7 Kxh2 a8=Q Kg2 Qe4 Kh3 Kc2 Kg2 Kd1 Kh3 Ke1 Kg2 b4 Kg1 b5 Kg2 b6 Kg1 b7 Kg2 b8=Q Kg1 Qh8 Kh2 Qxh5+ Kg1 Qhxg4 Kh1 Qh7+,D20,Queen's Gambit Accepted: Old Variation,
bCUwPEJ7,TRUE,1.50E+12,1.50E+12,46,resign,black,10+0,jdalcheco,1744,avelez8,1735,e4 e6 d4 d5 e5 c5 c3 Nc6 Nf3 Qb6 b3 cxd4 cxd4 Bb4+ Bd2 Nxd4 Bxb4 Nxf3+ Qxf3 Qxb4+ Nd2 Ne7 Bd3 Bd7 O-O O-O Qh3 h6 Rfd1 Bb5 Bc2 Rac8 a3 Qa5 Rac1 Rc7 a4 Rfc8 axb5 Rxc2 Ra1 Qb4 Ra4 Qc5 Rg4 Rxd2,C02,French Defense: Advance Variation |  Paulsen Attack,
zTwM10Si,TRUE,1.50E+12,1.50E+12,18,resign,black,10+0,avelez8,1749,yolandoparada,1631,d4 d5 c4 Nf6 Nc3 e6 Nf3 c5 cxd5 cxd4 Qxd4 Nxd5 Nxd5 exd5 Bf4 Nc6 Qd2 Bb4,D41,Queen's Gambit Declined: Semi-Tarrasch |  5.cxd5,
PBQ5Il7e,TRUE,1.50E+12,1.50E+12,28,resign,black,10+0,avelez8,1769,murattibogurcu,1396,d4 d5 c4 dxc4 e3 Be6 Nc3 Nc6 Nf3 Bg4 Bxc4 Qd7 O-O O-O-O h3 Bxf3 Qxf3 Nf6 Bxf7 h5 d5 Ne5 Be6 Nxf3+ gxf3 Qxe6 d6 Rxd6,D20,Queen's Gambit Accepted: Old Variation,
z1LTn4pe,TRUE,1.50E+12,1.50E+12,40,resign,black,5+8,cdvh,1795,hunecel,1760,d4 Nf6 Nf3 e6 e3 b6 Bd3 Bb7 c4 c5 Qc2 Bxf3 gxf3 cxd4 exd4 Nc6 d5 Nb4 Qc3 Rc8 a3 Nfxd5 Qb3 Nxd3+ Qxd3 Qc7 cxd5 Qxc1+ Qd1 Qxb2 dxe6 Rc1 exd7+ Kd8 Nd2 Rxa1 O-O Rxd1 Rxd1 Qc2,A46,Yusupov-Rubinstein System,
7NKtCk3B,TRUE,1.50E+12,1.50E+12,111,mate,white,15+0,hafedfree,1729,cdvh,1795,d4 d5 c4 e6 Nc3 Bb4 Qc2 c5 Nf3 cxd4 Nxd4 Nc6 e3 Nf6 h3 O-O Nxc6 bxc6 Bd3 Qa5 Bd2 Ba6 O-O dxc4 Be2 Rfd8 Rfd1 Nd5 Nxd5 c5 a3 Bxd2 Rxd2 Rxd5 Rxd5 exd5 e4 dxe4 Qxe4 Rd8 Bxc4 Qd2 Bxa6 Qxb2 Re1 Rf8 Bd3 g6 a4 Qb4 Qxb4 cxb4 Rb1 Rb8 Bb5 a5 Kf1 Kf8 Ke2 Ke7 Kd3 Kd6 Kd4 f5 f4 h5 g3 Re8 Bxe8 Ke7 Bxg6 Kf6 Bxh5 Ke6 Re1+ Kd6 Rd1 Kc6 Ke5 Kc5 Rd5+ Kc4 Rxa5 b3 Bg6 b2 Bxf5 Kc3 Rc5+ Kd2 a5 Kd1 a6 Kd2 a7 Kd1 a8=Q Kd2 Qd5+ Ke1 Qe4+ Kd2 Qd3+ Ke1 Qb1+ Kf2 Rc2+ Kxg3 Qg1+ Kf3 Qf2#,D31,Queen's Gambit Declined: Queen's Knight Variation,
TMtvbg3w,TRUE,1.50E+12,1.50E+12,54,mate,black,10+0,decem,1795,cdvh,1784,e4 e5 Nf3 Nc6 Bb5 Bc5 Bxc6 dxc6 h3 Nf6 Nc3 Qe7 O-O O-O d4 exd4 Nxd4 Nxe4 Nxe4 Qxe4 Nb3 Bd6 Re1 Qg6 Qf3 Qxc2 Nd4 Qc5 Be3 Qe5 b3 Qh2+ Kf1 Bd7 Nf5 Bxf5 Qxf5 Rae8 g3 Rxe3 fxe3 Bxg3 Red1 Qh1+ Ke2 Qg2+ Kd3 Rd8+ Kc3 Be1+ Kc4 Qe2+ Kc5 Qb5#,C64,Ruy Lopez: Classical Variation,
0OXPfTEt,TRUE,1.50E+12,1.50E+12,33,resign,white,10+0,cdvh,1770,japcan,1872,d4 d5 Nf3 e6 Bf4 Nf6 e3 a6 Bd3 h6 Ne5 Bd6 h4 Nbd7 Qf3 Nf8 h5 c5 Qg3 Bxe5 dxe5 N6d7 Qxg7 c4 Qxh8 cxd3 cxd3 Nc5 Bxh6 Nxd3+ Ke2 Nc1+ Rxc1,D02,Queen's Pawn Game: Zukertort Variation,
YzMf40DM,TRUE,1.50E+12,1.50E+12,90,resign,black,10+0,cdvh,1783,raubstein,1721,d4 d5 Nf3 Nf6 Bf4 Bg4 Ne5 Bf5 e3 Nbd7 Bd3 Bxd3 Qxd3 e6 Nc3 Be7 O-O O-O Rfd1 c5 Qb5 b6 Nc6 Qe8 Qe2 cxd4 Nb5 Nc5 Nxe7+ Qxe7 Bd6 Qd7 Bxf8 d3 cxd3 Rxf8 d4 Nce4 f3 Ng5 h4 Nxf3+ gxf3 a6 Nc3 b5 Rac1 Qe7 e4 dxe4 Nxe4 Nd5 Qf2 Rd8 Nc5 a5 a3 Nf4 Ne4 Nh3+ Kf1 Nxf2 Kxf2 Qxh4+ Ke3 h5 Rc5 Qe7 Rxh5 f5 Ng5 g6 Rh7 Qxg5+ Kf2 Kxh7 Rh1+ Kg7 Rg1 Qd2+ Kg3 Qxd4 Rg2 Qe5+ Kf2 Rd2+ Kg1 Qe3+ Kh1 Qxf3,D02,Queen's Pawn Game: London System,
q3NHAFFp,TRUE,1.50E+12,1.50E+12,90,resign,black,10+0,ashishbarda,1884,cdvh,1768,e4 e5 Nf3 Nc6 Bb5 Bc5 c3 Qf6 O-O Nge7 Re1 O-O d4 exd4 Bg5 Qg6 Bxe7 Bxe7 cxd4 d6 Nc3 Bg4 Re3 Bg5 Rd3 Nb4 h3 Nxd3 Bxd3 Bxf3 Qxf3 Qf6 Qg3 Qxd4 Rd1 Bf6 Qf3 c6 Qh5 Qb4 e5 g6 Qe2 Bxe5 a3 Qh4 Ne4 d5 Nc5 Rfe8 Qf3 Bxb2 a4 Qb4 Nd7 Re7 Nf6+ Bxf6 Qxf6 Rae8 Kh2 Qxa4 Rb1 Qa3 Bc2 Qc5 Bd3 b5 Qf4 Qc3 Bf1 Re1 Rxe1 Rxe1 Kg1 Qa1 Qb8+ Kg7 Qf4 Rxf1+ Kh2 Rh1+ Kg3 Qc3+ f3 Qe1+ Kg4 h5+ Kg5 Qe7+,C64,Ruy Lopez: Classical Variation |  Central Variation,
Gz7Icasx,TRUE,1.50E+12,1.50E+12,40,mate,black,10+0,omid163,1756,cdvh,1756,e4 e5 Bc4 Nf6 d4 exd4 Qxd4 Nc6 Qe3 Bb4+ Bd2 O-O a3 Bxd2+ Nxd2 d5 exd5 Re8 dxc6 Rxe3+ fxe3 b5 Bb3 Ng4 Nh3 Nxe3 Ke2 Nxg2 Nf2 Bf5 Rad1 Qe8+ Kf3 Nh4+ Kg3 Qe5+ Kxh4 Qf4+ Kh5 g6#,C24,Bishop's Opening: Ponziani Gambit,
3n4poRIX,TRUE,1.50E+12,1.50E+12,49,outoftime,white,8+0,cdvh,1724,capito2017,1958,d4 Nf6 Nf3 c5 d5 d6 Nc3 e5 e4 Be7 Bd3 Nbd7 O-O h6 a4 O-O Nd2 Nh7 Nc4 Nb6 Ne3 c4 Be2 f5 a5 f4 axb6 fxe3 Bxe3 a6 Ra4 Bd7 Rxc4 Nf6 Rc7 Bb5 Rxb7 Bxe2 Qxe2 Nd7 Qg4 Nf6 Qe6+ Rf7 Rc7 Ne8 Rd7 Qc8 b7,A43,Benoni Defense: Benoni-Indian Defense |  Kingside Move Order,
XRuQPSzH,TRUE,1.50E+12,1.50E+12,50,resign,black,10+0,chess-brahs,2036,cdvh,1706,Nf3 d5 g3 c5 Bg2 Nc6 d3 Nf6 O-O e5 Nc3 d4 Ne4 Nxe4 dxe4 Be7 e3 O-O exd4 cxd4 Re1 Be6 Bd2 Qb6 b3 f6 Qe2 Nb4 Bxb4 Bxb4 Red1 Rac8 Rac1 Rc6 Nh4 Ba3 Rb1 Rfc8 Rd2 Bb4 Rdd1 Rxc2 Qf3 Rxa2 Nf5 Rcc2 Rf1 Bf8 Rfc1 Rxf2,A08,King's Indian Attack: French Variation,
XPZikam7,TRUE,1.50E+12,1.50E+12,59,mate,white,10+0,cdvh,1706,dashy1,925,d4 d5 Nf3 Nf6 Bf4 Nc6 e3 Bf5 Bb5 e6 Ne5 Bb4+ c3 Ba5 Nxc6 Qc8 Nxa7+ Qd7 Bxd7+ Nxd7 Nb5 O-O Nxc7 Ra6 Nxa6 Nf6 Nc5 Ng4 h3 Nxf2 Kxf2 Bxc3 bxc3 e5 Bxe5 b6 Na4 Bxb1 Rxb1 b5 Rxb5 Rd8 Rb8 Rf8 Rxf8+ Kxf8 Qb3 Ke7 Qb7+ Ke6 Qc6+ Kf5 g4+ Ke4 c4 Kd3 Rd1+ Ke4 Qxd5#,D02,Queen's Pawn Game: London System,
5SNh53F9,TRUE,1.50E+12,1.50E+12,26,outoftime,black,15+15,mosheaugustyn,1244,sassou,1219,d4 d6 e4 Nc6 d5 Ne5 Be2 e6 c4 exd5 cxd5 c6 dxc6 bxc6 Nf3 Nxf3+ Bxf3 d5 exd5 cxd5 Bxd5 Be6 Qa4+ Ke7 Qa5 Qxa5+,B00,Nimzowitsch Defense: Mikenas Variation,
ezdEKpqG,TRUE,1.50E+12,1.50E+12,23,mate,white,15+15,sassou,1215,memoryberat,921,e4 e5 Nf3 Nc6 Bc4 Bb4 c3 Bc5 b4 Bb6 d3 Nf6 Ng5 O-O Bxf7+ Kh8 Bd5 Nxd5 exd5 Ne7 Qh5 Nxd5 Qxh7#,C50,Italian Game,
WyQjriEX,TRUE,1.50E+12,1.50E+12,118,mate,black,15+15,fatmat,1350,sassou,1201,e4 Nf6 e5 Nd5 d4 e6 c3 Be7 Nf3 d6 Bb5+ c6 Ba4 b6 c4 Nb4 a3 N4a6 d5 exd5 Qxd5 b5 Qd1 bxa4 Qxa4 Nc5 Qd1 dxe5 Nxe5 Qxd1+ Kxd1 Bf6 Re1 O-O g4 Bxe5 Rxe5 Nd3 Re7 Nxf2+ Ke2 Nxg4 Re4 Nxh2 Bf4 Bg4+ Kf2 f5 Re7 Nf3 Nc3 c5 Rd1 Nc6 Rdd7 Nxe7 Bd6 Rad8 Bxe7 Rxd7 Bxf8 Kxf8 b4 cxb4 axb4 Rd2+ Ne2 Nd4 Ke3 Bxe2 c5 g5 b5 Rd3+ Kf2 Rf3+ Ke1 Nc2+ Kxe2 Re3+ Kd2 Re8 Kxc2 f4 c6 f3 Kd2 f2 c7 f1=Q Kc3 Qe1+ Kc4 Rc8 b6 axb6 Kb5 Qe5+ Kxb6 Qxc7+ Ka6 Ra8+ Kb5 Qb7+ Kc5 Rc8+ Kd4 Qd7+ Ke4 Re8+ Kf3 Qd4 Kg3 Re3+ Kh2 Qd2+ Kg1 Re1#,B03,Alekhine Defense #2,
vAOIY0jj,TRUE,1.50E+12,1.50E+12,66,mate,black,15+15,sassou,1210,alpheus23,1280,e4 c5 Nf3 Nf6 d4 Nxe4 dxc5 Nxc5 Qd5 e6 Qh5 Ne4 Ne5 g6 Qf3 Qe7 Qxe4 d5 Qa4+ Bd7 Nxd7 Nxd7 Bb5 Bg7 Bxd7+ Qxd7 Qxd7+ Kxd7 Nc3 Rhe8 Bd2 Rac8 O-O d4 Ne4 Rxc2 Rac1 Rxb2 Nc5+ Ke7 Bg5+ Kf8 Nd7+ Kg8 Nf6+ Bxf6 Bxf6 e5 Rc7 Rb6 Rfc1 Rxf6 Rc8 Kf8 Rxe8+ Kxe8 Rc8+ Ke7 Rc7+ Kf8 Rc8+ Kg7 Rc7 Rb6 Re7 Rb1#,B29,Sicilian Defense: Nimzowitsch Variation,
gHld9WSr,TRUE,1.50E+12,1.50E+12,120,draw,draw,15+15,sureka_akshat,1139,sassou,1212,e4 Nf6 Nc3 e5 Nf3 Nc6 Bc4 Bc5 O-O O-O d3 d6 h3 Be6 Bxe6 fxe6 Nh2 d5 Qf3 dxe4 dxe4 Nd4 Qg3 Bb4 Bh6 Rf7 Rae1 Bxc3 bxc3 Nxe4 Rxe4 Nf5 Qxe5 Nxh6 Rd4 Qf6 Qg3 Nf5 Rf4 Nxg3 Rxf6 Nxf1 Rxe6 Nd2 Ng4 Kf8 Ne5 Re8 Rxe8+ Kxe8 Nxf7 Kxf7 h4 h6 Kh2 g5 g3 g4 Kg2 Ne4 f3 gxf3+ Kxf3 Nxc3 a3 Nb1 a4 c5 Ke4 c4 Kd4 Na3 Kc3 a6 g4 Nb1+ Kxc4 Na3+ Kc3 b5 axb5 Nxb5+ Kb4 Nc7 c4 Kg6 h5+ Kg5 Ka5 Kxg4 Kb6 Na8+ Kxa6 Nc7+ Kb7 Kxh5 Kxc7 Kg5 Kb7 h5 c5 h4 c6 h3 c7 h2 c8=Q h1=Q+ Kc7 Qc1+ Kb7 Qb2+ Ka8 Qe2 Qc5+ Kf4 Qd4+ Qe4+ Qxe4+ Kxe4,C50,Four Knights Game: Italian Variation,
dh2xQb3X,TRUE,1.50E+12,1.50E+12,36,mate,black,15+15,sassou,1220,kapi77,1341,e4 e5 Nf3 Nc6 Bc4 Nf6 Ng5 d5 exd5 Nxd5 Nxf7 Kxf7 Qf3+ Ke8 Bxd5 Qe7 d3 Nd4 Qd1 c6 Bc4 b5 Bb3 Bf5 c3 Nxb3 axb3 Rd8 d4 exd4+ Kf1 dxc3 Qe1 Bd3+ Kg1 Qxe1#,C57,Italian Game: Two Knights Defense |  Fried Liver Attack,
TKwuIzb6,TRUE,1.50E+12,1.50E+12,26,mate,black,15+15,sassou,1234,cohiba_313,1359,e4 e5 Nf3 Nc6 Bc4 h6 O-O d6 d3 a6 a4 Bg4 Be3 Qf6 h3 Bxf3 gxf3 Be7 f4 exf4 Bd2 f3 Bc3 Qg6+ Kh2 Qg2#,C55,Italian Game: Anti-Fried Liver Defense,
s752sCLr,TRUE,1.50E+12,1.50E+12,62,resign,black,15+15,sassou,1275,bagelsfu,1236,e4 e5 Nf3 Nc6 Bc4 Nf6 Ng5 d5 exd5 Nxd5 Nxf7 Kxf7 Qf3+ Ke8 Qxd5 Qf6 d3 Be6 Qxe6+ Qe7 Qd5 Rd8 Bg5 Rxd5 Bxe7 Rd4 Bc5 Bxc5 c3 Rf4 O-O Rhf8 Nd2 Bxf2+ Kh1 Rh4 Ne4 Be3 Rf3 Bf4 g3 Bxg3 Rxg3 g6 Ng5 Rf2 Rf3 Rfxh2+ Kg1 Rh1+ Kf2 Rxa1 Bf7+ Ke7 Re3 Rh2+ Kg3 Rhh1 d4 Rag1+ Kf2 Rxg5,C57,Italian Game: Two Knights Defense |  Fried Liver Attack,
lKYmVLZt,TRUE,1.50E+12,1.50E+12,37,resign,white,15+15,sabayossi,1433,sassou,1282,e4 Nf6 d3 e5 a3 d5 exd5 Nxd5 c4 Nf4 g3 Ne6 Nf3 b6 Be3 Bb7 Bg2 e4 dxe4 Qxd1+ Kxd1 Bxe4 Nc3 Bxf3+ Bxf3 c6 Ke2 Nd7 Rhd1 Be7 Kf1 Bc5 Bxc5 Ndxc5 Bxc6+ Ke7 Nd5+,B02,Alekhine Defense: Maroczy Variation,
